dateTime,lat,long,pressure,temperature,humidity,pm1_0,pm2_5,pm10
2021-01-18 20:00:00+05:30,28.57,77.1714,987.04,30.15,32.31,176.6,320.95,349.9
2021-01-03 14:00:00+05:30,28.615,77.1306,988.0,30.91,41.18,70.87,109.84,119.19
2020-12-04 13:00:00+05:30,28.552,77.202,990.09,39.05,18.15,66.7,108.7,116.42
2020-12-06 06:00:00+05:30,28.642,77.2326,988.78,25.35,49.22,145.29,250.12,278.51
2020-12-16 19:00:00+05:30,28.615,77.2326,995.9,27.48,28.49,72.48,111.56,120.68
2020-11-15 08:00:00+05:30,28.588,77.2224,988.61,25.45,45.8,178.33,352.33,382.33
2021-01-23 11:00:00+05:30,28.561,77.2632,997.07,26.5,36.54,105.16,190.67,206.16
2021-01-08 00:00:00+05:30,28.543,77.2734,985.52,28.84,36.78,75.97,129.16,141.28
2021-01-15 17:00:00+05:30,28.66,77.2326,987.98,33.1,30.46,176.56,288.68,311.6
2021-01-13 12:00:00+05:30,28.597,77.1612,988.49,29.63,27.15,131.5,230.5,259.0
2020-12-16 18:00:00+05:30,28.561,77.1918,994.47,31.0,21.66,58.39,90.05,102.95
2021-01-03 21:00:00+05:30,28.57,77.2224,989.66,23.46,55.51,67.88,99.12,105.56
2020-11-02 09:00:00+05:30,28.624,77.2326,992.5,33.44,23.65,96.24,147.28,157.41
2020-11-02 21:00:00+05:30,28.543,77.2734,989.53,30.19,30.93,138.74,216.66,235.54
2021-01-30 12:00:00+05:30,28.651,77.304,993.87,35.04,15.03,60.15,89.82,91.12
2020-11-03 12:00:00+05:30,28.579,77.2224,990.37,39.45,10.65,36.72,55.86,70.47
2020-11-27 07:00:00+05:30,28.579,77.2224,989.54,21.58,50.3,63.54,107.64,114.74
2020-12-14 12:00:00+05:30,28.579,77.202,993.72,29.55,26.75,40.94,70.0,78.12
2020-12-17 22:00:00+05:30,28.606,77.2836,994.99,24.92,28.72,126.83,198.83,203.83
2020-12-18 06:00:00+05:30,28.543,77.2734,992.81,20.8,36.24,114.27,198.27,213.48
2020-11-13 06:00:00+05:30,28.561,77.1816,991.69,30.7,36.29,142.75,231.31,260.44
2020-11-21 21:00:00+05:30,28.615,77.2326,990.36,30.65,25.35,145.46,241.31,259.76
2021-01-30 14:00:00+05:30,28.597,77.202,991.95,34.95,14.53,64.88,97.93,103.35
2021-01-20 21:00:00+05:30,28.615,77.2836,990.88,28.53,33.05,84.55,148.45,165.41
2020-12-20 05:00:00+05:30,28.588,77.2428,995.75,16.31,44.48,140.17,250.44,281.44
2020-12-06 08:00:00+05:30,28.543,77.2632,987.9,33.65,34.21,180.0,331.6,357.3
2020-12-30 15:00:00+05:30,28.561,77.2836,995.19,37.05,17.19,77.74,129.65,144.68
2020-12-17 12:00:00+05:30,28.615,77.2938,997.56,27.54,24.04,72.78,118.56,121.44
2021-01-24 15:00:00+05:30,28.606,77.2836,992.06,28.44,34.51,83.0,135.0,140.0
2021-01-04 16:00:00+05:30,28.633,77.304,990.56,32.96,39.68,110.0,162.25,164.48
2021-01-29 17:00:00+05:30,28.651,77.2938,990.23,37.42,16.36,50.5,77.5,83.0
2021-01-27 22:00:00+05:30,28.615,77.2938,993.71,30.21,24.09,160.5,243.61,247.72
2020-12-28 06:00:00+05:30,28.588,77.202,990.63,18.5,38.8,82.33,133.67,146.22
2021-01-27 13:00:00+05:30,28.561,77.2122,993.46,35.6,14.34,61.64,94.08,98.94
2020-12-12 21:00:00+05:30,28.588,77.2224,992.2,27.34,44.19,170.94,294.9,322.46
2020-12-12 01:00:00+05:30,28.552,77.1612,989.41,32.26,25.21,48.38,74.0,79.38
2021-01-12 09:00:00+05:30,28.561,77.2326,992.51,24.71,39.12,135.23,244.95,267.17
2021-01-20 11:00:00+05:30,28.606,77.2836,992.88,30.38,26.84,58.0,90.5,93.5
2020-11-25 15:00:00+05:30,28.525,77.2224,976.14,23.54,38.01,107.0,186.67,205.17
2020-11-15 19:00:00+05:30,28.597,77.253,988.34,33.98,31.97,73.87,121.93,132.33
2021-01-19 16:00:00+05:30,28.588,77.253,987.89,35.77,23.67,71.07,108.53,111.53
2021-01-04 21:00:00+05:30,28.588,77.2326,991.64,28.55,51.65,36.93,55.06,66.76
2020-11-03 06:00:00+05:30,28.543,77.2632,988.51,26.84,32.0,119.0,195.0,205.0
2020-11-29 13:00:00+05:30,28.498,77.2938,993.93,37.91,16.17,60.78,94.83,103.83
2020-12-10 14:00:00+05:30,28.66,77.2326,989.16,35.8,24.29,68.12,104.88,113.84
2020-12-21 12:00:00+05:30,28.552,77.2734,994.45,39.81,16.2,114.5,186.5,204.0
2021-01-25 18:00:00+05:30,28.633,77.2938,990.56,33.36,27.44,68.48,126.1,139.17
2020-11-03 18:00:00+05:30,28.651,77.2836,988.38,37.78,17.71,69.22,103.34,114.5
2021-01-15 00:00:00+05:30,28.561,77.2428,990.02,27.94,32.6,231.47,435.64,470.83
2021-01-30 20:00:00+05:30,28.633,77.2428,991.18,28.04,30.66,143.05,219.55,237.4
2020-11-22 19:00:00+05:30,28.57,77.2326,991.31,26.1,25.35,53.36,79.96,85.44
2020-12-21 22:00:00+05:30,28.588,77.2428,980.39,26.51,33.41,213.17,386.17,413.33
2021-01-12 07:00:00+05:30,28.579,77.1714,988.66,21.57,38.71,124.46,221.36,241.5
2021-01-23 08:00:00+05:30,28.498,77.2836,988.07,22.53,45.3,79.21,133.33,148.54
2021-01-13 15:00:00+05:30,28.57,77.1816,987.97,32.01,22.95,108.4,180.2,198.8
2020-12-07 20:00:00+05:30,28.669,77.2836,993.08,33.68,37.24,161.19,260.17,284.46
2021-01-30 08:00:00+05:30,28.633,77.2734,992.55,23.15,34.99,109.69,184.0,194.77
2020-11-04 13:00:00+05:30,28.624,77.2632,987.71,37.89,22.29,264.05,505.29,543.03
2021-01-20 08:00:00+05:30,28.66,77.1204,990.03,23.01,38.97,61.62,122.98,142.2
2021-01-04 20:00:00+05:30,28.642,77.2326,993.27,27.09,48.94,45.87,70.64,79.37
2020-12-02 18:00:00+05:30,28.696,77.202,994.15,24.72,39.05,116.2,186.9,199.7
2021-01-10 05:00:00+05:30,28.57,77.2224,990.79,20.05,47.49,59.53,107.74,122.84
2020-12-31 14:00:00+05:30,28.561,77.202,992.39,31.53,24.17,105.86,165.4,177.31
2021-01-27 08:00:00+05:30,28.516,77.2836,993.48,22.67,38.56,125.44,219.0,242.0
2020-11-26 18:00:00+05:30,28.57,77.2326,991.34,35.34,23.94,41.0,71.0,77.0
2020-12-30 14:00:00+05:30,28.606,77.2326,978.0,17.74,48.38,100.97,178.38,199.1
2021-01-28 10:00:00+05:30,28.606,77.2632,996.64,28.44,30.5,154.0,280.0,306.25
2021-01-22 22:00:00+05:30,28.633,77.2734,988.27,28.18,34.87,150.0,270.62,296.38
2020-12-26 17:00:00+05:30,28.588,77.2326,989.76,31.69,23.59,83.57,136.41,149.28
2020-12-12 07:00:00+05:30,28.597,77.202,990.49,24.74,54.88,176.84,313.64,338.84
2020-12-26 14:00:00+05:30,28.597,77.1612,988.06,36.5,18.0,91.18,143.12,158.65
2020-12-12 01:00:00+05:30,28.57,77.1714,989.8,32.53,26.02,44.29,70.86,78.29
2020-11-15 14:00:00+05:30,28.651,77.1204,988.71,37.36,22.21,89.12,147.41,164.06
2021-01-04 10:00:00+05:30,28.534,77.2734,993.4,29.39,46.27,83.99,129.55,139.93
2020-12-13 12:00:00+05:30,28.498,77.2938,991.58,32.89,26.73,51.32,76.99,85.84
2020-11-24 10:00:00+05:30,28.633,77.2938,994.47,32.67,26.45,143.67,227.56,243.56
2021-01-13 16:00:00+05:30,28.606,77.2632,990.15,32.37,19.88,64.8,103.0,105.6
2020-12-24 14:00:00+05:30,28.57,77.1816,989.3,37.7,19.0,109.77,176.92,195.31
2020-12-17 11:00:00+05:30,28.597,77.2326,997.36,26.26,28.23,69.22,120.49,131.36
2021-01-17 08:00:00+05:30,28.534,77.2632,989.23,18.09,46.51,90.53,153.53,173.67
2021-01-14 22:00:00+05:30,28.642,77.2938,988.9,28.75,34.34,322.89,671.22,722.5
2021-01-05 08:00:00+05:30,28.642,77.304,992.53,27.82,41.42,32.38,47.7,57.51
2021-01-07 20:00:00+05:30,28.597,77.2326,989.78,28.73,42.07,90.81,150.0,170.46
2020-12-29 16:00:00+05:30,28.624,77.2734,992.72,30.95,18.75,45.34,70.96,79.97
2021-01-25 21:00:00+05:30,28.57,77.202,993.95,29.98,27.77,120.55,183.88,194.91
2021-01-18 22:00:00+05:30,28.642,77.3142,991.29,31.38,29.57,202.56,313.37,318.86
2020-11-20 07:00:00+05:30,28.633,77.2224,992.01,23.81,37.34,137.89,237.22,257.67
2020-12-06 07:00:00+05:30,28.525,77.2836,990.74,26.2,46.32,145.03,254.89,276.0
2021-01-04 13:00:00+05:30,28.624,77.2632,988.18,35.58,33.51,131.71,207.53,216.47
2020-12-20 11:00:00+05:30,28.498,77.2938,996.72,30.36,22.3,110.65,178.02,191.72
2021-01-18 12:00:00+05:30,28.525,77.2836,998.92,29.48,36.38,96.34,166.95,186.38
2021-01-16 07:00:00+05:30,28.633,77.1306,987.89,22.93,45.28,155.0,292.33,311.0
2020-12-17 08:00:00+05:30,28.57,77.1816,997.35,23.61,32.98,62.33,103.33,124.33
2020-11-17 10:00:00+05:30,28.66,77.2224,992.97,32.8,33.36,79.19,121.97,130.69
2021-01-10 08:00:00+05:30,28.624,77.2326,991.91,21.88,46.66,60.81,111.64,127.3
2021-01-16 21:00:00+05:30,28.633,77.2836,988.62,28.78,31.36,127.95,188.82,191.79
2021-01-03 16:00:00+05:30,28.642,77.1204,987.53,30.43,40.21,53.62,87.07,96.45
2021-01-15 13:00:00+05:30,28.534,77.2836,990.63,32.1,30.03,173.57,291.7,310.54
2021-01-05 22:00:00+05:30,28.561,77.2326,990.56,28.51,43.3,69.17,110.99,122.42
2020-12-23 17:00:00+05:30,28.615,77.2836,989.66,33.7,21.25,92.36,149.06,153.13
2020-12-27 08:00:00+05:30,28.651,77.2938,989.23,24.46,39.01,150.5,277.75,298.38
2020-11-21 19:00:00+05:30,28.516,77.2938,990.27,33.02,21.64,80.38,135.01,148.08
2020-12-08 11:00:00+05:30,28.606,77.2836,995.59,32.72,32.59,121.0,214.0,220.0
2021-01-07 10:00:00+05:30,28.561,77.2734,993.4,32.86,35.51,62.5,120.0,145.0
2021-01-17 22:00:00+05:30,28.534,77.2836,993.34,27.62,30.38,88.82,151.45,164.91
2021-01-18 21:00:00+05:30,28.57,77.202,990.52,30.55,29.44,154.5,243.79,259.12
2021-01-24 07:00:00+05:30,28.561,77.2632,990.3,24.61,43.91,132.13,214.4,219.07
2021-01-07 07:00:00+05:30,28.516,77.2734,990.41,25.51,50.13,61.32,108.06,121.77
2020-12-22 15:00:00+05:30,28.633,77.3142,991.03,36.55,16.74,132.06,231.67,258.56
2020-12-06 14:00:00+05:30,28.489,77.304,987.59,39.83,20.84,100.59,178.94,190.95
2020-12-28 08:00:00+05:30,28.624,77.253,990.27,24.05,31.0,108.68,191.84,203.84
2020-12-12 12:00:00+05:30,28.561,77.2122,993.13,29.89,35.62,102.65,168.16,179.74
2021-01-29 10:00:00+05:30,28.642,77.304,997.13,33.9,23.35,121.59,214.52,238.78
2021-01-28 07:00:00+05:30,28.489,77.2938,993.63,20.33,47.16,216.95,485.14,537.95
2021-01-28 11:00:00+05:30,28.633,77.2122,996.57,31.14,23.14,104.38,171.81,191.5
2020-11-23 12:00:00+05:30,28.561,77.2428,992.72,35.4,16.44,84.74,130.65,139.08
2020-12-31 07:00:00+05:30,28.624,77.2734,995.3,20.11,41.85,121.2,207.69,222.71
2020-11-28 16:00:00+05:30,28.633,77.2836,992.19,36.66,19.26,52.47,78.75,86.46
2020-11-20 16:00:00+05:30,28.624,77.1306,987.63,37.06,16.36,42.68,67.34,76.2
2021-01-05 23:00:00+05:30,28.543,77.2632,990.23,32.09,34.35,53.25,78.6,84.95
2021-01-28 10:00:00+05:30,28.579,77.2632,996.39,27.61,32.27,175.17,307.33,330.67
2020-11-19 10:00:00+05:30,28.597,77.1612,987.38,32.71,25.74,60.83,97.83,101.17
2021-01-01 12:00:00+05:30,28.633,77.3142,996.09,28.24,29.19,227.83,422.0,436.33
2020-11-15 12:00:00+05:30,28.651,77.2836,1005.39,34.3,28.76,133.3,232.52,250.34
2020-12-01 12:00:00+05:30,28.633,77.2836,996.36,37.06,22.7,152.4,265.0,292.4
2020-11-03 11:00:00+05:30,28.633,77.2326,991.09,40.05,20.32,80.62,123.51,132.74
2020-12-22 06:00:00+05:30,28.579,77.1714,988.99,25.44,34.3,209.88,370.17,413.0
2021-01-12 15:00:00+05:30,28.516,77.2938,991.73,33.84,22.11,98.43,154.17,163.61
2020-12-24 10:00:00+05:30,28.615,77.2836,994.67,32.18,27.3,194.78,357.05,397.0
2021-01-27 22:00:00+05:30,28.588,77.2224,993.83,26.48,29.18,154.18,246.67,262.11
2020-12-27 12:00:00+05:30,28.561,77.2938,991.15,34.66,22.89,145.67,266.48,307.93
2020-12-28 10:00:00+05:30,28.525,77.2836,992.88,30.53,16.58,43.08,70.24,82.72
2020-12-06 08:00:00+05:30,28.66,77.1204,987.9,33.65,34.21,180.43,332.14,354.86
2021-01-10 12:00:00+05:30,28.579,77.2632,994.18,33.33,20.61,50.94,87.75,102.69
2021-01-16 08:00:00+05:30,28.651,77.2938,988.49,22.27,49.94,143.88,281.88,310.25
2020-12-08 07:00:00+05:30,28.651,77.3142,995.29,26.45,44.48,137.5,252.93,288.5
2020-12-11 13:00:00+05:30,28.696,77.151,994.99,32.16,33.24,133.0,220.15,231.35
2020-12-03 19:00:00+05:30,28.561,77.2734,991.15,32.64,30.04,152.59,273.91,301.66
2020-11-01 09:00:00+05:30,28.543,77.253,989.75,32.4,24.61,212.8,378.8,404.0
2021-01-16 08:00:00+05:30,28.624,77.2632,987.74,23.62,47.57,142.12,279.24,303.76
2021-01-21 16:00:00+05:30,28.561,77.1918,986.58,39.31,15.31,49.58,71.14,80.95
2020-12-25 07:00:00+05:30,28.597,77.2326,991.29,16.64,55.96,174.62,321.69,345.69
2020-12-08 12:00:00+05:30,28.597,77.1612,989.73,36.69,26.89,102.44,189.78,207.03
2020-11-22 04:00:00+05:30,28.579,77.2224,990.07,23.99,32.5,118.39,208.21,226.02
2021-01-08 12:00:00+05:30,28.597,77.2632,992.94,30.89,30.51,57.59,107.71,124.65
2021-01-02 12:00:00+05:30,28.57,77.202,993.04,28.32,35.23,188.5,333.5,367.5
2020-11-13 20:00:00+05:30,28.642,77.253,991.74,29.02,35.81,146.29,231.07,253.43
2021-01-30 09:00:00+05:30,28.615,77.2734,993.42,25.68,29.8,88.0,135.25,136.5
2021-01-13 15:00:00+05:30,28.579,77.2224,990.31,34.66,20.48,104.52,172.2,184.38
2020-11-13 10:00:00+05:30,28.597,77.2632,996.04,35.9,24.56,147.57,250.21,270.93
2021-01-08 03:00:00+05:30,28.588,77.253,987.42,22.73,53.24,67.95,127.11,139.21
2021-01-20 12:00:00+05:30,28.534,77.2632,989.67,27.45,31.89,72.23,117.64,132.14
2021-01-13 15:00:00+05:30,28.597,77.2632,990.5,32.14,21.11,85.47,147.33,164.4
2021-01-14 21:00:00+05:30,28.534,77.2734,990.83,27.92,33.94,230.38,441.77,475.1
2021-01-02 12:00:00+05:30,28.525,77.2836,991.72,24.44,40.59,155.89,292.19,326.12
2020-12-01 14:00:00+05:30,28.597,77.2632,993.23,37.18,20.95,57.67,98.0,106.67
2021-01-21 06:00:00+05:30,28.597,77.253,987.87,25.56,36.2,95.27,170.53,185.27
2021-01-15 22:00:00+05:30,28.498,77.304,990.45,26.12,40.57,251.0,484.0,509.5
2020-11-29 19:00:00+05:30,28.516,77.2938,991.31,30.6,26.45,97.31,158.02,173.44
2020-12-19 21:00:00+05:30,28.579,77.253,995.01,29.46,22.69,142.39,236.39,263.33
2020-11-26 19:00:00+05:30,28.597,77.202,993.06,34.98,28.18,28.0,42.0,54.0
2021-01-07 16:00:00+05:30,28.651,77.2326,989.35,31.82,36.94,61.32,103.86,118.43
2021-01-28 22:00:00+05:30,28.633,77.2122,994.53,29.73,28.49,195.71,330.43,349.14
2021-01-10 10:00:00+05:30,28.543,77.2734,991.52,25.9,35.04,61.51,106.44,118.07
2021-01-20 13:00:00+05:30,28.552,77.253,991.98,34.03,24.67,69.33,114.04,128.45
2020-12-01 17:00:00+05:30,28.561,77.2632,992.16,36.57,21.33,90.69,153.69,174.23
2021-01-12 07:00:00+05:30,28.561,77.1816,990.22,21.48,39.16,124.04,229.12,253.5
2020-11-19 06:00:00+05:30,28.66,77.3142,990.06,28.6,30.01,109.25,174.11,192.18
2021-01-25 13:00:00+05:30,28.579,77.202,994.94,31.34,24.48,75.62,125.0,135.9
2020-12-11 16:00:00+05:30,28.651,77.1204,1004.53,38.2,24.02,108.63,167.9,177.63
2020-11-15 14:00:00+05:30,28.489,77.2938,987.37,38.61,21.65,94.05,159.6,171.25
2021-01-19 11:00:00+05:30,28.588,77.2122,992.61,30.82,30.99,142.7,236.0,248.3
2020-11-25 07:00:00+05:30,28.642,77.3142,994.1,29.43,28.99,199.41,375.01,407.7
2021-01-04 15:00:00+05:30,28.552,77.2734,990.96,37.45,29.7,69.0,102.67,112.33
2020-12-08 14:00:00+05:30,28.597,77.1408,990.42,39.59,18.6,66.0,101.83,114.33
2020-12-31 22:00:00+05:30,28.624,77.2224,993.43,23.48,35.43,191.69,317.59,346.25
2020-12-30 23:00:00+05:30,28.624,77.2428,995.93,25.45,32.48,177.87,336.15,376.13
2021-01-10 07:00:00+05:30,28.561,77.2122,990.93,20.9,44.32,69.34,122.77,137.93
2020-11-04 13:00:00+05:30,28.516,77.2938,988.38,36.96,21.41,200.48,382.03,408.97
2021-01-16 09:00:00+05:30,28.57,77.2326,989.87,24.24,46.24,146.29,295.14,321.36
2021-01-09 19:00:00+05:30,28.624,77.2122,989.2,30.68,37.45,93.96,147.45,158.86
2020-11-22 17:00:00+05:30,28.606,77.2632,991.61,36.57,15.79,34.0,53.0,71.0
2020-12-10 20:00:00+05:30,28.543,77.1714,990.89,35.83,28.69,109.0,172.0,178.33
2020-12-22 09:00:00+05:30,28.579,77.2632,994.19,23.39,40.34,199.32,373.63,388.47
2021-01-19 16:00:00+05:30,28.606,77.2734,988.71,35.61,24.28,69.64,106.88,108.4
2020-12-24 18:00:00+05:30,28.561,77.2326,989.37,32.33,25.15,99.74,158.58,177.37
2020-11-14 09:00:00+05:30,28.534,77.2734,992.15,28.46,40.63,237.72,456.04,494.41
2020-12-11 09:00:00+05:30,28.507,77.2938,992.4,28.83,39.99,116.58,192.25,212.35
2020-12-16 21:00:00+05:30,28.633,77.2938,995.99,27.96,29.15,119.39,195.05,205.62
2020-12-28 18:00:00+05:30,28.516,77.2836,991.89,32.42,14.16,33.67,50.17,63.67
2020-11-23 05:00:00+05:30,28.579,77.2326,983.84,22.14,41.68,129.77,215.93,229.14
2020-12-23 12:00:00+05:30,28.642,77.304,993.29,32.41,22.17,139.3,239.04,245.78
2021-01-08 21:00:00+05:30,28.552,77.1612,988.73,32.19,30.68,87.83,141.67,150.17
2020-12-03 15:00:00+05:30,28.66,77.2836,989.07,36.89,23.22,101.07,152.84,163.4
2020-11-15 13:00:00+05:30,28.588,77.1714,986.79,37.81,23.15,107.0,174.0,178.0
2020-12-07 21:00:00+05:30,28.561,77.253,993.09,29.39,43.71,168.5,291.49,310.59
2021-01-21 23:00:00+05:30,28.561,77.2326,988.96,26.6,37.07,233.7,375.88,393.95
2021-01-01 09:00:00+05:30,28.615,77.2938,996.51,19.76,41.1,263.0,509.5,533.0
2020-12-07 16:00:00+05:30,28.525,77.2836,991.81,37.1,26.29,114.97,191.06,215.63
2020-12-28 06:00:00+05:30,28.561,77.202,990.36,21.37,34.38,75.63,128.51,145.29
2021-01-20 08:00:00+05:30,28.579,77.253,981.92,21.03,48.19,87.54,171.07,190.39
2021-01-27 20:00:00+05:30,28.597,77.253,992.16,30.78,23.48,74.53,105.47,108.13
2020-12-06 13:00:00+05:30,28.615,77.2938,992.84,34.73,28.25,141.0,246.43,254.0
2020-12-06 06:00:00+05:30,28.588,77.2224,990.54,22.89,53.99,149.71,279.94,287.59
2020-11-17 03:00:00+05:30,28.57,77.2224,991.13,31.24,43.27,79.13,123.76,131.67
2020-12-10 20:00:00+05:30,28.633,77.2734,990.62,31.77,38.58,150.71,229.0,253.86
2021-01-07 17:00:00+05:30,28.543,77.2632,988.2,31.81,32.91,63.58,104.77,115.56
2021-01-28 11:00:00+05:30,28.561,77.2224,995.21,31.03,25.1,128.62,209.27,225.89
2020-12-08 14:00:00+05:30,28.624,77.1306,991.23,39.53,18.24,69.22,109.7,125.22
2020-11-22 06:00:00+05:30,28.498,77.2938,991.14,25.87,28.78,119.58,209.84,229.98
2020-11-04 05:00:00+05:30,28.525,77.2836,988.87,25.14,34.84,90.38,147.1,164.81
2020-12-29 21:00:00+05:30,28.597,77.2632,994.13,26.21,26.24,77.96,126.07,139.7
2021-01-25 07:00:00+05:30,28.525,77.2632,991.53,20.43,44.09,75.5,134.03,148.5
2021-01-28 05:00:00+05:30,28.552,77.2632,992.32,20.71,44.7,185.69,333.43,378.87
2021-01-18 19:00:00+05:30,28.561,77.1918,988.56,30.91,31.83,161.08,283.46,308.31
2020-11-01 03:00:00+05:30,28.57,77.2224,989.09,30.94,27.0,257.46,494.58,547.58
2020-12-11 04:00:00+05:30,28.552,77.1714,989.34,36.57,28.69,106.96,173.85,185.35
2020-11-17 21:00:00+05:30,28.489,77.2938,988.3,34.8,27.02,59.11,95.61,105.09
2020-12-09 10:00:00+05:30,28.624,77.2428,993.21,33.13,37.35,181.14,288.14,310.86
2020-12-23 21:00:00+05:30,28.606,77.2632,991.12,30.49,25.73,161.0,277.0,309.0
2021-01-04 17:00:00+05:30,28.66,77.2734,988.0,35.13,38.95,129.11,197.44,212.0
2020-12-08 16:00:00+05:30,28.579,77.253,991.37,36.27,21.96,77.3,130.89,145.73
2020-11-20 06:00:00+05:30,28.588,77.1714,987.35,26.86,31.82,139.0,232.0,251.0
2021-01-29 15:00:00+05:30,28.615,77.1306,990.31,33.11,20.44,51.44,83.33,88.89
2020-12-07 18:00:00+05:30,28.525,77.2836,991.13,32.88,36.11,133.75,238.55,257.8
2020-12-25 22:00:00+05:30,28.624,77.2632,989.15,30.1,26.39,173.87,298.93,318.87
2020-12-11 14:00:00+05:30,28.552,77.2734,990.27,35.26,18.99,29.0,45.5,56.5
2020-12-28 21:00:00+05:30,28.624,77.253,990.13,29.17,21.09,86.05,142.84,155.37
2020-11-13 20:00:00+05:30,28.633,77.253,991.57,28.67,35.92,131.04,208.87,227.35
2020-12-28 09:00:00+05:30,28.615,77.2734,993.24,27.44,23.98,75.0,117.0,123.5
2020-12-06 18:00:00+05:30,28.489,77.2938,990.14,32.14,29.45,113.55,185.36,192.0
2020-12-23 11:00:00+05:30,28.606,77.2632,993.61,31.66,27.05,191.6,335.4,342.2
